"STATE","DISTRICT","ELECTRIC PUMPS","DIESEL PUMPS","WIND MILLS","SOLAR PUMPS","MANUAL/ANIMAL","OTHERS","TOTAL"
"UTTAR PRADESH","FIROZABAD",237,288,0,0,0,22,547
"UTTAR PRADESH","GAUTAM BUDHA NAGAR",80,81,0,0,0,7,168
"UTTAR PRADESH","GHAZIABAD",160,48,0,0,0,8,216
"UTTAR PRADESH","GHAZIPUR",625,118,0,0,0,37,780
"UTTAR PRADESH","GONDA",188,340,2,0,0,151,681
"UTTAR PRADESH","GORAKHPUR",1091,517,0,0,0,46,1654
"UTTAR PRADESH","HAMIRPUR",366,840,0,0,0,22,1228
"UTTAR PRADESH","HARDOI",557,402,0,0,0,1,960
"UTTAR PRADESH","JALAUN",1017,734,0,0,0,9,1760
"UTTAR PRADESH","JAUNPUR",488,323,1,0,0,12,824
"UTTAR PRADESH","JHANSI",66,342,0,0,0,1,409
"UTTAR PRADESH","JYOTIBA PHULENAGAR",352,26,0,0,0,15,393
"UTTAR PRADESH","KANNAUJ",180,50,0,0,0,15,245
"UTTAR PRADESH","KANPUR DEHAT",845,409,0,0,0,37,1291
"UTTAR PRADESH","KANPUR NAGAR",1134,117,0,0,0,19,1270
"UTTAR PRADESH","KAUSHAMBI",1493,116,1,0,0,42,1652
"UTTAR PRADESH","KHERI",556,587,1,0,0,34,1178
"UTTAR PRADESH","KUSHINAGAR",142,35,0,0,0,1,178
"UTTAR PRADESH","LALITPUR",12,150,0,0,0,0,162
"UTTAR PRADESH","LUCKNOW",216,174,0,0,0,17,407
"UTTAR PRADESH","MAHA MAYA NAGAR",107,31,0,0,0,12,150
"UTTAR PRADESH","MAHARAJ GANJ",150,96,0,1,0,34,281
"UTTAR PRADESH","MAHOBA",81,110,0,0,0,0,191
"UTTAR PRADESH","MAINPURI",260,226,0,0,0,26,512
"UTTAR PRADESH","MATHURA",13,30,0,0,0,1,44
"UTTAR PRADESH","MAU",325,61,1,0,0,13,400
"UTTAR PRADESH","MEERUT",216,331,0,0,0,12,559
"UTTAR PRADESH","MIRZAPUR",498,17,0,0,0,15,530
"UTTAR PRADESH","MORADABAD",333,934,0,0,0,37,1304
"UTTAR PRADESH","MUZZAFARNAGAR",324,493,0,0,0,8,825
"UTTAR PRADESH","PILIBHIT",79,100,0,0,0,0,179
"UTTAR PRADESH","PRATAPGARH",91,57,0,0,0,2,150
"UTTAR PRADESH","RAEBARELI",459,134,0,4,0,18,615
"UTTAR PRADESH","RAMPUR",574,193,0,0,0,25,792
"UTTAR PRADESH","SAHARANPUR",233,921,0,0,0,15,1169
"UTTAR PRADESH","SANT KABIR NAGAR",331,58,0,0,0,9,398
"UTTAR PRADESH","SANT RAVI DAS NAGAR",451,29,0,0,0,13,493
"UTTAR PRADESH","SHAHJAHANPUR",2,489,1,0,0,0,492
"UTTAR PRADESH","SHRAWASTI",92,138,12,0,0,6,248
"UTTAR PRADESH","SIDDHARTH NAGAR",227,449,0,0,0,8,684
"UTTAR PRADESH","SITAPUR",687,397,0,0,0,3,1087
"UTTAR PRADESH","SONBHADRA",273,484,0,0,0,43,800
"UTTAR PRADESH","SULTANPUR",601,399,8,0,0,39,1047
"UTTAR PRADESH","UNNAO",147,95,0,0,0,10,252
"UTTAR PRADESH","VARANASI",1548,75,1,1,0,7,1632
"UTTARAKHAND","CHAMPAWAT",3,0,0,0,0,0,3
"UTTARAKHAND","DEHRA DUN",183,7,0,0,0,0,190
"UTTARAKHAND","HARIDWAR",499,13,0,0,0,1,513
"UTTARAKHAND","NAINITAL",135,95,0,0,0,5,235
"UTTARAKHAND","UDHAM SINGH NAGAR",69,214,0,0,2,104,389
"WEST BENGAL","BANKURA",156,0,0,0,0,12,168
"WEST BENGAL","BARDDHAMAN",634,1,0,0,0,20,655
"WEST BENGAL","BIRBHUM",114,0,0,0,0,22,136
"WEST BENGAL","DAKSHIN DINAJPUR",152,0,0,0,0,2,154
"WEST BENGAL","DARJEELING",4,0,0,0,0,0,4
"WEST BENGAL","HAORA",199,0,0,0,0,21,220
"WEST BENGAL","HOOGHLY",522,0,0,0,0,30,552
"WEST BENGAL","JALPAIGURI",160,0,0,0,0,24,184
"WEST BENGAL","KOCH BEHAR",74,0,0,0,0,4,78
"WEST BENGAL","MALDA",356,0,0,0,0,21,377
"WEST BENGAL","MURSHIDABAD",541,0,0,0,0,91,632
"WEST BENGAL","NADIA",734,0,0,0,0,59,793
"WEST BENGAL","NORTH 24 PARGANAS",357,0,0,0,0,24,381
"WEST BENGAL","PASHCHIM MIDNAPORE",385,0,0,0,0,22,407
"WEST BENGAL","PURBA MIDNAPORE",160,0,0,0,0,27,187
"WEST BENGAL","SOUTH 24 PARGANAS",49,0,0,0,0,22,71
"WEST BENGAL","UTTAR DINAJPUR",173,0,0,0,0,24,197
