"STATE","DISTRICT","0-6 HP","6-12 HP","12-18 HP","GREATER THAN 18 HP","NO LIFTING DEVICE","TOTAL"
"UTTAR PRADESH","PRATAPGARH",2,63,51,34,0,150
"UTTAR PRADESH","RAEBARELI",36,196,15,368,0,615
"UTTAR PRADESH","RAMPUR",74,608,96,14,0,792
"UTTAR PRADESH","SAHARANPUR",0,818,88,263,0,1169
"UTTAR PRADESH","SANT KABIR NAGAR",9,159,228,2,0,398
"UTTAR PRADESH","SANT RAVI DAS NAGAR",33,44,26,390,0,493
"UTTAR PRADESH","SHAHJAHANPUR",4,30,445,13,0,492
"UTTAR PRADESH","SHRAWASTI",0,42,202,4,0,248
"UTTAR PRADESH","SIDDHARTH NAGAR",3,446,208,27,0,684
"UTTAR PRADESH","SITAPUR",6,364,499,218,0,1087
"UTTAR PRADESH","SONBHADRA",298,502,0,0,0,800
"UTTAR PRADESH","SULTANPUR",23,279,289,456,0,1047
"UTTAR PRADESH","UNNAO",17,143,8,84,0,252
"UTTAR PRADESH","VARANASI",648,329,32,623,0,1632
"UTTARAKHAND","CHAMPAWAT",0,2,0,1,0,3
"UTTARAKHAND","DEHRA DUN",1,35,5,149,0,190
"UTTARAKHAND","HARIDWAR",16,251,93,153,0,513
"UTTARAKHAND","NAINITAL",87,5,4,139,0,235
"UTTARAKHAND","UDHAM SINGH NAGAR",15,322,47,3,2,389
"WEST BENGAL","BANKURA",0,0,69,99,0,168
"WEST BENGAL","BARDDHAMAN",0,0,46,609,0,655
"WEST BENGAL","BIRBHUM",0,0,64,72,0,136
"WEST BENGAL","DAKSHIN DINAJPUR",0,0,52,102,0,154
"WEST BENGAL","DARJEELING",0,0,0,4,0,4
"WEST BENGAL","HAORA",0,0,93,127,0,220
"WEST BENGAL","HOOGHLY",0,0,100,452,0,552
"WEST BENGAL","JALPAIGURI",0,0,18,166,0,184
"WEST BENGAL","KOCH BEHAR",0,0,4,74,0,78
"WEST BENGAL","MALDA",0,0,39,338,0,377
"WEST BENGAL","MURSHIDABAD",0,0,72,560,0,632
"WEST BENGAL","NADIA",0,0,179,614,0,793
"WEST BENGAL","NORTH 24 PARGANAS",0,0,102,279,0,381
"WEST BENGAL","PASHCHIM MIDNAPORE",0,0,156,251,0,407
"WEST BENGAL","PURBA MIDNAPORE",0,0,40,147,0,187
"WEST BENGAL","SOUTH 24 PARGANAS",0,0,14,57,0,71
"WEST BENGAL","UTTAR DINAJPUR",0,0,41,156,0,197
