"STATE","DISTRICT","ELECTRIC PUMP","DIESEL PUMP","WIND MILLS","SOLAR PUMPS","MANUAL/ANIMAL","OTHERS","TOTAL"
"TAMIL NADU","THENI",2099,11,0,0,0,7,2117
"TAMIL NADU","THIRUVALLUR",15637,141,9,0,0,962,16749
"TAMIL NADU","THIRUVARUR",5321,1279,5,1,1,57,6664
"TAMIL NADU","TIRUCHIRAPPALLI",7543,283,6,1,0,1526,9359
"TAMIL NADU","TIRUNELVELI",534,90,3,0,0,169,796
"TAMIL NADU","TIRUVANNAMALAI",461,14,0,0,0,12,487
"TAMIL NADU","TUTICORIN DISTRICT",376,176,3,0,2,86,643
"TAMIL NADU","VELLORE",996,39,5,1,6,84,1131
"TAMIL NADU","VILLUPPURAM",13037,242,5,3,1,27,13315
"TAMIL NADU","VIRUDHUNAGAR",35,5,0,0,2,13,55
"TRIPURA","DHALAI",4,1,0,0,0,0,5
"TRIPURA","NORTH TRIPURA",7,0,0,0,0,0,7
"TRIPURA","SOUTH TRIPURA",602,106,0,1,0,10,719
"TRIPURA","WEST TRIPURA",921,34,0,1,0,75,1031
"UTTAR PRADESH","AGRA",11230,53970,19,16,2,2841,68078
"UTTAR PRADESH","ALIGARH",18172,47304,68,13,0,404,65961
"UTTAR PRADESH","ALLAHABAD",10308,27617,7,4,1,1056,38993
"UTTAR PRADESH","AMBEDAKAR NAGAR",5189,53467,238,17,0,575,59486
"UTTAR PRADESH","AURAIYA",1044,35704,20,1,0,18,36787
"UTTAR PRADESH","AZAMGARH",14308,56435,67,20,8,1634,72472
"UTTAR PRADESH","BAGHPAT",20727,3019,1,0,0,1614,25361
"UTTAR PRADESH","BAHARAICH",212,75409,88,14,0,162,75885
"UTTAR PRADESH","BALLIA",3386,39346,10,1,0,695,43438
"UTTAR PRADESH","BALRAMPUR",237,46273,51,3,4,600,47168
"UTTAR PRADESH","BANDA",821,12086,12,2,0,289,13210
"UTTAR PRADESH","BARABANKI",861,86453,42,13,51,5850,93270
"UTTAR PRADESH","BAREILLY",389,122979,11,1,7,1009,124396
"UTTAR PRADESH","BASTI",1356,73486,34,1,0,114,74991
"UTTAR PRADESH","BIJNOR",26667,63585,37,9,370,1211,91879
"UTTAR PRADESH","BUDAUN",583,109918,329,2,0,1765,112597
"UTTAR PRADESH","BULAND SAHAR",33628,29312,24,19,0,695,63678
"UTTAR PRADESH","CHANDAULI",2129,9690,3,1,0,139,11962
"UTTAR PRADESH","CHITRAKOOT",590,3163,1,0,0,82,3836
"UTTAR PRADESH","DEORIA",465,88949,89,5,7,200,89715
"UTTAR PRADESH","ETAH",974,94001,36,1,0,897,95909
"UTTAR PRADESH","ETAWAH",1191,30455,2,0,0,2673,34321
"UTTAR PRADESH","FAIZABAD",3301,65398,13,1,0,1064,69777
"UTTAR PRADESH","FARRUKHABAD",3974,36047,19,4,0,186,40230
"UTTAR PRADESH","FATEHPUR",7700,32219,14,1,3,991,40928
"UTTAR PRADESH","FIROZABAD",6969,38112,114,89,1,306,45591
"UTTAR PRADESH","GAUTAM BUDHA NAGAR",842,23885,4,0,0,128,24859
"UTTAR PRADESH","GHAZIABAD",15119,20336,11,7,0,439,35912
"UTTAR PRADESH","GHAZIPUR",22117,55143,54,11,0,757,78082
"UTTAR PRADESH","GONDA",478,105774,72,38,0,298,106660
"UTTAR PRADESH","GORAKHPUR",319,86275,60,13,0,370,87037
"UTTAR PRADESH","HAMIRPUR",510,13064,16,1,2,411,14004
"UTTAR PRADESH","HARDOI",494,85134,21,5,1,1030,86685
"UTTAR PRADESH","JALAUN",189,12909,5,1,0,693,13797
"UTTAR PRADESH","JAUNPUR",16509,60856,32,7,1,56,77461
"UTTAR PRADESH","JHANSI",161,15268,0,0,0,194,15623
"UTTAR PRADESH","JYOTIBA PHULENAGAR",621,77628,7,1,0,40,78297
"UTTAR PRADESH","KANNAUJ",2763,28679,7,3,1,48,31501
"UTTAR PRADESH","KANPUR DEHAT",879,30570,22,0,0,256,31727
"UTTAR PRADESH","KANPUR NAGAR",2207,32410,5,0,0,856,35478
"UTTAR PRADESH","KAUSHAMBI",2180,17298,7,0,0,1390,20875
"UTTAR PRADESH","KHERI",4210,120731,86,50,5,397,125479
"UTTAR PRADESH","KUSHINAGAR",211,70161,85,1,15,505,70978
"UTTAR PRADESH","LALITPUR",32,1257,1,0,0,0,1290
"UTTAR PRADESH","LUCKNOW",1607,33899,14,17,4,3049,38590
"UTTAR PRADESH","MAHA MAYA NAGAR",13006,39305,343,10,1,235,52900
"UTTAR PRADESH","MAHARAJ GANJ",127,71584,59,5,0,77,71852
"UTTAR PRADESH","MAHOBA",21,3185,0,0,0,19,3225
"UTTAR PRADESH","MAINPURI",2223,55544,17,2,0,1664,59450
"UTTAR PRADESH","MATHURA",1846,58121,61,3,0,1971,62002
"UTTAR PRADESH","MAU",9555,16581,9,2,19,643,26809
"UTTAR PRADESH","MEERUT",25430,27032,7,0,0,619,53088
"UTTAR PRADESH","MIRZAPUR",1575,6025,2,2,4,206,7814
"UTTAR PRADESH","MORADABAD",1250,117005,20,1,0,110,118386
"UTTAR PRADESH","MUZZAFARNAGAR",31975,59713,27,9,0,28,91752
"UTTAR PRADESH","PILIBHIT",782,84938,34,27,0,219,86000
"UTTAR PRADESH","PRATAPGARH",6504,99008,102,7,0,1095,106716
"UTTAR PRADESH","RAEBARELI",6760,64667,113,113,11,2085,73749
"UTTAR PRADESH","RAMPUR",368,79662,8,1,0,89,80128
"UTTAR PRADESH","SAHARANPUR",26254,59105,23,10,3,817,86212
"UTTAR PRADESH","SANT KABIR NAGAR",239,40820,53,3,1,202,41318
"UTTAR PRADESH","SANT RAVI DAS NAGAR",6608,853,0,2,0,93,7556
"UTTAR PRADESH","SHAHJAHANPUR",615,82329,49,6,0,406,83405
"UTTAR PRADESH","SHRAWASTI",72,38061,20,1,0,50,38204
"UTTAR PRADESH","SIDDHARTH NAGAR",114,52180,66,0,3,83,52446
"UTTAR PRADESH","SITAPUR",503,129670,49,11,32,400,130665
"UTTAR PRADESH","SONBHADRA",503,3779,7,4,317,217,4827
"UTTAR PRADESH","SULTANPUR",6980,130201,56,3,2,1739,138981
"UTTAR PRADESH","UNNAO",647,70546,23,1,1,732,71950
"UTTAR PRADESH","VARANASI",10555,3039,22,7,1,36,13660
"UTTARAKHAND","CHAMPAWAT",418,222,0,0,0,0,640
"UTTARAKHAND","DEHRA DUN",98,107,0,0,0,0,205
"UTTARAKHAND","HARIDWAR",6122,19096,3,3,0,38,25262
"UTTARAKHAND","NAINITAL",92,383,0,1,0,2,478
"UTTARAKHAND","UDHAM SINGH NAGAR",376,24507,1,2,3,26,24915
"WEST BENGAL","BANKURA",3907,13118,0,0,0,561,17586
"WEST BENGAL","BARDDHAMAN",15637,16879,0,0,0,1407,33923
"WEST BENGAL","BIRBHUM",7600,2788,0,0,0,591,10979
"WEST BENGAL","DAKSHIN DINAJPUR",3055,20452,0,0,0,404,23911
"WEST BENGAL","DARJEELING",20,834,0,0,0,181,1035
"WEST BENGAL","HAORA",220,298,0,0,0,52,570
"WEST BENGAL","HOOGHLY",10093,4920,0,0,0,517,15530
"WEST BENGAL","JALPAIGURI",218,5824,0,0,0,1212,7254
"WEST BENGAL","KOCH BEHAR",1725,38787,0,0,0,707,41219
"WEST BENGAL","MALDA",2284,23265,0,0,0,154,25703
"WEST BENGAL","MURSHIDABAD",11837,54841,0,0,0,1399,68077
"WEST BENGAL","NADIA",11385,82462,0,0,0,500,94347
"WEST BENGAL","NORTH 24 PARGANAS",5145,46280,0,0,0,633,52058
"WEST BENGAL","PASHCHIM MIDNAPORE",11418,32838,0,0,0,3821,48077
"WEST BENGAL","PURBA MIDNAPORE",5069,4813,0,0,0,220,10102
"WEST BENGAL","PURULIA",1,12,0,0,0,2,15
"WEST BENGAL","SOUTH 24 PARGANAS",335,6503,0,0,0,33,6871
"WEST BENGAL","UTTAR DINAJPUR",1372,42754,0,0,0,393,44519
